TIME_TO_CARRY,TIME_TO_DELIVER_ORDER,COMPARE_ESTIMATED_TO_DELIVERED_TIME,ESTIMATED_TIME_TO_DELIVERY,ORDER_PURCHASE_YEAR,ORDER_PURCHASE_MONTH,ORDER_PURCHASE_DAY,ORDER_PURCHASE_WEEKDAY
2,3,20,23,2018,8,22,Wednseday
2,23,15,38,2018,3,4,Sunday
7,28,-2,26,2018,2,9,Friday
1,4,9,13,2018,3,22,Thursday
4,9,11,20,2017,11,4,Saturday
3,8,13,21,2017,5,29,Monday
3,10,18,28,2018,1,12,Friday
3,18,4,22,2018,1,29,Monday
1,14,12,26,2018,1,3,Wednseday
2,12,12,24,2017,8,5,Saturday
1,5,17,22,2018,2,18,Sunday
5,13,8,21,2018,4,5,Thursday
8,9,7,16,2018,2,6,Tuesday
0,21,3,24,2018,6,11,Monday
1,3,13,16,2017,12,4,Monday
2,34,7,41,2017,10,25,Wednseday
1,7,13,20,2017,11,23,Thursday
3,14,0,14,2017,11,28,Tuesday
3,8,15,23,2017,2,26,Sunday
6,16,14,30,2018,3,31,Saturday
4,13,24,37,2018,1,13,Saturday
14,16,8,24,2017,3,27,Monday
4,31,3,34,2018,2,23,Friday
2,8,29,37,2018,1,1,Monday
3,4,7,11,2018,5,14,Monday
1,7,18,25,2017,12,10,Sunday
2,3,1,4,2018,7,29,Sunday
3,4,11,15,2018,1,15,Monday
0,8,14,22,2017,11,20,Monday
1,8,10,18,2018,8,9,Thursday
4,9,12,21,2018,4,26,Thursday
4,6,7,13,2017,8,24,Thursday
10,20,32,52,2018,6,1,Friday
2,10,21,31,2017,8,21,Monday
1,8,14,22,2017,11,26,Sunday
3,10,1,11,2018,8,19,Sunday
1,8,7,15,2018,8,8,Wednseday
1,2,12,14,2017,11,27,Monday
5,13,20,33,2017,11,25,Saturday
1,2,11,13,2017,10,25,Wednseday
1,19,10,29,2017,8,16,Wednseday
5,29,-1,28,2017,11,24,Friday
0,2,9,11,2017,11,6,Monday
2,12,18,30,2017,12,10,Sunday
1,34,-7,27,2017,9,19,Tuesday
4,19,15,34,2017,7,20,Thursday
1,12,10,22,2018,3,11,Sunday
1,22,1,23,2018,4,17,Tuesday
3,19,2,21,2018,3,30,Friday
1,9,12,21,2017,11,15,Wednseday
1,3,6,9,2018,6,11,Monday
2,27,0,27,2018,4,24,Tuesday
0,10,25,35,2018,1,25,Thursday
4,10,7,17,2017,3,6,Monday
1,29,-2,27,2018,3,20,Tuesday
3,11,13,24,2017,8,11,Friday
4,19,2,21,2017,4,20,Thursday
1,8,20,28,2017,5,1,Monday
1,10,15,25,2018,2,5,Monday
1,7,17,24,2017,5,1,Monday
1,5,15,20,2018,5,10,Thursday
2,10,17,27,2017,5,23,Tuesday
1,28,3,31,2017,12,26,Tuesday
8,27,-1,26,2017,10,11,Wednseday
8,33,6,39,2018,1,7,Sunday
2,6,6,12,2018,8,8,Wednseday
2,5,18,23,2017,11,8,Wednseday
2,6,3,9,2018,7,25,Wednseday
1,3,12,15,2018,1,23,Tuesday
5,18,21,39,2018,1,12,Friday
3,13,11,24,2017,10,3,Tuesday
1,10,8,18,2017,5,22,Monday
0,4,16,20,2017,7,6,Thursday
2,6,3,9,2018,5,8,Tuesday
3,7,4,11,2018,8,18,Saturday
3,16,18,34,2017,9,30,Saturday
7,13,11,24,2018,3,20,Tuesday
1,14,3,17,2018,4,9,Monday
2,8,12,20,2018,3,27,Tuesday
4,4,10,14,2017,6,15,Thursday
0,6,13,19,2017,8,30,Wednseday
0,16,6,22,2018,4,11,Wednseday
7,13,13,26,2017,12,29,Friday
4,37,3,40,2018,2,15,Thursday
2,7,12,19,2017,10,18,Wednseday
1,3,22,25,2018,5,27,Sunday
7,9,12,21,2017,6,19,Monday
1,9,19,28,2018,1,18,Thursday
3,13,13,26,2018,7,20,Friday
0,9,6,15,2018,8,13,Monday
2,26,4,30,2017,12,3,Sunday
1,10,16,26,2017,12,20,Wednseday
2,9,13,22,2018,3,25,Sunday
11,23,-3,20,2017,11,25,Saturday
5,10,20,30,2017,2,11,Saturday
2,15,15,30,2018,3,24,Saturday
2,8,9,17,2017,10,9,Monday
2,9,35,44,2018,7,1,Sunday
6,8,14,22,2017,5,18,Thursday
4,8,20,28,2018,1,5,Friday
5,7,7,14,2017,11,2,Thursday
1,8,12,20,2018,3,7,Wednseday
1,2,12,14,2018,5,15,Tuesday
3,10,8,18,2018,7,23,Monday
3,6,19,25,2018,4,7,Saturday
2,10,13,23,2018,4,23,Monday
5,6,13,19,2018,4,19,Thursday
5,13,13,26,2017,10,8,Sunday
0,6,23,29,2018,1,4,Thursday
2,11,16,27,2018,1,27,Saturday
3,12,13,25,2017,11,26,Sunday
0,3,9,12,2018,5,11,Friday
3,22,7,29,2017,11,14,Tuesday
1,6,23,29,2018,2,15,Thursday
2,26,0,26,2017,12,2,Saturday
3,18,9,27,2017,10,7,Saturday
1,7,21,28,2017,12,21,Thursday
3,16,8,24,2017,6,26,Monday
6,17,6,23,2018,4,7,Saturday
4,15,18,33,2018,4,15,Sunday
1,8,16,24,2017,10,30,Monday
1,6,7,13,2018,8,14,Tuesday
2,9,28,37,2018,7,14,Saturday
1,7,13,20,2017,7,25,Tuesday
2,3,7,10,2018,8,11,Saturday
8,20,1,21,2017,5,2,Tuesday
2,9,15,24,2017,6,4,Sunday
1,2,6,8,2018,8,7,Tuesday
2,6,17,23,2017,10,31,Tuesday
1,14,14,28,2018,1,2,Tuesday
2,3,7,10,2018,7,21,Saturday
1,2,18,20,2018,5,23,Wednseday
3,9,13,22,2017,9,26,Tuesday
0,19,13,32,2017,10,6,Friday
2,15,23,38,2017,9,24,Sunday
2,7,20,27,2017,2,9,Thursday
5,6,6,12,2018,3,16,Friday
33,34,14,48,2018,6,1,Friday
1,8,15,23,2018,7,3,Tuesday
4,7,14,21,2017,12,22,Friday
0,9,10,19,2017,8,31,Thursday
11,12,4,16,2018,8,18,Saturday
4,7,21,28,2017,3,9,Thursday
14,15,2,17,2018,8,13,Monday
4,6,2,8,2018,7,19,Thursday
3,7,8,15,2018,5,7,Monday
24,32,1,33,2018,4,13,Friday
3,8,17,25,2018,4,29,Sunday
3,13,6,19,2018,4,20,Friday
3,11,0,11,2018,7,20,Friday
4,10,16,26,2017,5,5,Friday
4,7,6,13,2018,8,9,Thursday
10,60,-37,23,2017,11,25,Saturday
2,7,20,27,2017,6,3,Saturday
1,7,9,16,2018,7,16,Monday
3,7,16,23,2018,4,11,Wednseday
1,4,8,12,2018,3,15,Thursday
4,24,2,26,2017,11,24,Friday
1,6,16,22,2017,7,25,Tuesday
2,4,21,25,2018,6,3,Sunday
1,7,19,26,2017,4,12,Wednseday
1,6,29,35,2017,2,1,Wednseday
1,7,16,23,2017,7,19,Wednseday
1,10,10,20,2018,2,20,Tuesday
0,13,9,22,2017,5,18,Thursday
6,17,10,27,2017,3,10,Friday
1,19,3,22,2018,8,1,Wednseday
1,12,15,27,2018,8,9,Thursday
5,9,15,24,2018,4,29,Sunday
1,2,22,24,2018,6,4,Monday
2,4,14,18,2018,2,26,Monday
5,12,29,41,2018,3,1,Thursday
2,10,15,25,2018,1,20,Saturday
3,8,20,28,2017,7,25,Tuesday
3,12,19,31,2018,4,15,Sunday
7,13,14,27,2018,7,27,Friday
1,7,8,15,2018,8,20,Monday
3,12,7,19,2018,3,24,Saturday
1,5,17,22,2018,8,12,Sunday
5,33,-2,31,2017,4,22,Saturday
4,8,19,27,2017,11,2,Thursday
6,13,8,21,2018,3,1,Thursday
0,8,19,27,2017,12,27,Wednseday
1,24,-7,17,2017,4,24,Monday
2,4,11,15,2018,4,9,Monday
5,14,5,19,2017,3,22,Wednseday
1,23,9,32,2018,3,11,Sunday
7,19,12,31,2018,7,6,Friday
2,9,38,47,2018,6,2,Saturday
4,9,15,24,2017,7,1,Saturday
13,19,7,26,2018,7,14,Saturday
1,19,5,24,2018,1,7,Sunday
1,3,8,11,2017,5,29,Monday
1,6,7,13,2018,3,27,Tuesday
2,5,18,23,2017,6,14,Wednseday
4,19,18,37,2017,12,3,Sunday
2,6,21,27,2017,9,30,Saturday
2,12,21,33,2017,6,25,Sunday
4,11,17,28,2018,4,19,Thursday
2,6,17,23,2017,12,6,Wednseday
12,26,7,33,2017,6,14,Wednseday
2,36,-11,25,2017,12,11,Monday
1,2,7,9,2018,6,11,Monday
4,5,20,25,2018,1,4,Thursday
5,26,1,27,2017,11,2,Thursday
20,33,-8,25,2017,11,25,Saturday
11,18,22,40,2018,1,28,Sunday
3,10,10,20,2017,9,1,Friday
1,18,21,39,2017,3,26,Sunday
1,14,11,25,2017,12,4,Monday
2,9,23,32,2018,6,3,Sunday
2,6,11,17,2018,6,12,Tuesday
1,24,7,31,2018,2,16,Friday
2,9,14,23,2017,6,14,Wednseday
4,9,25,34,2018,2,1,Thursday
15,19,-5,14,2018,8,1,Wednseday
1,29,-2,27,2017,11,30,Thursday
6,8,11,19,2018,8,9,Thursday
3,12,14,26,2018,7,14,Saturday
1,23,6,29,2017,11,28,Tuesday
5,14,27,41,2018,8,9,Thursday
1,16,11,27,2018,3,27,Tuesday
3,8,4,12,2018,7,29,Sunday
5,10,11,21,2017,10,20,Friday
0,6,3,9,2018,8,1,Wednseday
3,15,15,30,2017,11,7,Tuesday
1,28,-1,27,2017,12,1,Friday
1,5,8,13,2018,4,4,Wednseday
1,11,10,21,2017,5,11,Thursday
2,9,11,20,2017,5,10,Wednseday
7,29,-2,27,2018,2,7,Wednseday
2,3,17,20,2017,12,26,Tuesday
12,17,9,26,2017,11,26,Sunday
5,15,4,19,2018,4,20,Friday
5,26,-4,22,2018,2,21,Wednseday
1,8,17,25,2017,8,17,Thursday
1,7,30,37,2018,5,14,Monday
3,11,29,40,2018,5,26,Saturday
2,8,33,41,2018,7,31,Tuesday
4,11,18,29,2018,1,11,Thursday
7,20,-7,13,2017,5,24,Wednseday
1,21,13,34,2017,11,29,Wednseday
3,5,19,24,2018,4,8,Sunday
9,22,8,30,2018,1,6,Saturday
1,5,13,18,2017,8,28,Monday
5,9,9,18,2018,6,2,Saturday
12,17,27,44,2018,1,17,Wednseday
3,13,15,28,2018,2,13,Tuesday
8,10,8,18,2017,9,3,Sunday
1,13,9,22,2017,2,28,Tuesday
3,14,14,28,2018,4,10,Tuesday
2,9,11,20,2017,8,15,Tuesday
2,8,13,21,2017,3,6,Monday
9,19,14,33,2017,12,27,Wednseday
4,17,7,24,2018,1,28,Sunday
1,3,14,17,2017,12,11,Monday
8,14,13,27,2017,11,14,Tuesday
2,4,14,18,2018,7,28,Saturday
4,7,8,15,2018,1,15,Monday
4,13,20,33,2018,6,15,Friday
2,39,8,47,2018,7,15,Sunday
4,31,10,41,2017,2,17,Friday
5,26,-5,21,2018,4,4,Wednseday
1,7,11,18,2017,11,13,Monday
2,8,10,18,2017,10,23,Monday
1,7,12,19,2018,8,2,Thursday
0,7,10,17,2018,3,27,Tuesday
4,15,7,22,2017,10,23,Monday
1,4,0,4,2018,8,19,Sunday
2,6,6,12,2018,6,9,Saturday
2,19,12,31,2017,11,26,Sunday
2,9,15,24,2018,5,13,Sunday
4,9,15,24,2018,2,10,Saturday
5,9,14,23,2018,4,28,Saturday
2,7,11,18,2017,5,15,Monday
3,4,11,15,2018,3,18,Sunday
2,12,9,21,2018,8,8,Wednseday
2,46,-27,19,2017,11,26,Sunday
0,1,10,11,2017,5,22,Monday
1,2,14,16,2018,2,6,Tuesday
5,34,-8,26,2017,11,1,Wednseday
3,10,16,26,2018,7,27,Friday
2,6,12,18,2018,8,18,Saturday
4,12,19,31,2018,1,20,Saturday
7,29,-1,28,2018,3,27,Tuesday
3,16,10,26,2018,3,25,Sunday
4,8,21,29,2017,8,3,Thursday
1,4,19,23,2018,8,19,Sunday
2,9,24,33,2018,6,9,Saturday
4,5,14,19,2018,1,13,Saturday
1,3,18,21,2017,8,21,Monday
10,11,2,13,2017,9,2,Saturday
4,9,15,24,2017,7,24,Monday
1,8,17,25,2018,7,2,Monday
4,12,18,30,2017,7,2,Sunday
1,6,11,17,2018,6,12,Tuesday
6,7,0,7,2018,8,8,Wednseday
1,8,19,27,2017,12,20,Wednseday
3,11,12,23,2018,2,25,Sunday
1,9,22,31,2017,12,18,Monday
1,16,0,16,2017,11,26,Sunday
1,22,6,28,2018,6,21,Thursday
5,11,9,20,2017,8,17,Thursday
3,3,20,23,2017,9,23,Saturday
2,9,16,25,2017,5,27,Saturday
3,10,12,22,2017,10,22,Sunday
3,13,36,49,2018,6,15,Friday
1,5,0,5,2018,8,22,Wednseday
1,6,11,17,2018,8,7,Tuesday
1,12,10,22,2017,8,2,Wednseday
5,11,17,28,2018,1,4,Thursday
1,7,17,24,2017,10,10,Tuesday
2,7,10,17,2017,12,12,Tuesday
0,2,1,3,2018,8,13,Monday
2,9,27,36,2017,4,10,Monday
1,8,13,21,2018,3,19,Monday
3,11,20,31,2018,6,22,Friday
4,6,8,14,2017,11,24,Friday
3,38,-17,21,2018,2,19,Monday
1,4,14,18,2017,11,30,Thursday
1,7,20,27,2017,6,27,Tuesday
4,18,3,21,2018,3,12,Monday
12,19,5,24,2017,11,24,Friday
4,17,11,28,2018,1,1,Monday
1,8,25,33,2018,6,27,Wednseday
9,14,11,25,2017,2,20,Monday
2,39,-5,34,2017,7,29,Saturday
1,7,10,17,2017,9,19,Tuesday
1,6,7,13,2017,6,27,Tuesday
7,20,21,41,2017,4,27,Thursday
1,4,14,18,2018,6,7,Thursday
1,4,25,29,2018,7,2,Monday
4,16,3,19,2017,9,16,Saturday
3,10,23,33,2018,4,14,Saturday
3,9,22,31,2018,1,9,Tuesday
2,7,21,28,2018,3,26,Monday
3,13,7,20,2018,7,28,Saturday
2,3,3,6,2018,8,25,Saturday
2,9,15,24,2017,10,14,Saturday
4,15,7,22,2017,4,20,Thursday
3,28,-6,22,2018,2,13,Tuesday
3,6,6,12,2018,7,28,Saturday
0,7,24,31,2017,2,10,Friday
1,5,16,21,2018,8,1,Wednseday
2,8,18,26,2018,1,10,Wednseday
1,5,9,14,2018,2,22,Thursday
1,20,-1,19,2017,11,26,Sunday
4,5,12,17,2017,5,19,Friday
4,9,15,24,2018,7,28,Saturday
6,21,24,45,2018,2,2,Friday
1,11,14,25,2017,10,12,Thursday
11,14,7,21,2018,7,19,Thursday
0,24,-2,22,2018,2,27,Tuesday
3,11,13,24,2017,8,12,Saturday
9,17,14,31,2017,8,22,Tuesday
4,36,-10,26,2018,3,2,Friday
7,8,7,15,2018,7,5,Thursday
1,10,10,20,2018,3,23,Friday
2,13,4,17,2018,7,21,Saturday
2,7,7,14,2018,2,20,Tuesday
5,5,7,12,2018,3,31,Saturday
2,10,12,22,2018,4,30,Monday
1,8,14,22,2018,2,21,Wednseday
1,30,-14,16,2018,4,2,Monday
1,13,10,23,2018,1,17,Wednseday
1,17,6,23,2018,2,28,Wednseday
2,5,0,5,2018,8,15,Wednseday
1,8,22,30,2017,8,23,Wednseday
1,5,10,15,2018,4,5,Thursday
14,17,4,21,2018,4,18,Wednseday
1,3,18,21,2018,7,24,Tuesday
3,9,17,26,2018,1,21,Sunday
1,9,23,32,2017,12,18,Monday
1,5,32,37,2018,6,6,Wednseday
1,5,7,12,2017,10,18,Wednseday
2,8,14,22,2018,4,3,Tuesday
4,12,12,24,2018,3,23,Friday
1,6,13,19,2018,8,2,Thursday
3,4,13,17,2018,4,13,Friday
2,8,23,31,2017,3,6,Monday
2,21,0,21,2017,9,18,Monday
0,5,14,19,2017,3,15,Wednseday
2,3,7,10,2017,10,17,Tuesday
3,14,5,19,2017,3,25,Saturday
2,24,0,24,2018,2,25,Sunday
5,59,-32,27,2018,7,20,Friday
3,11,3,14,2018,8,17,Friday
1,9,12,21,2017,10,10,Tuesday
2,4,13,17,2017,12,3,Sunday
1,2,11,13,2018,2,28,Wednseday
3,21,12,33,2018,1,6,Saturday
2,4,11,15,2018,2,25,Sunday
2,7,13,20,2018,8,14,Tuesday
1,7,21,28,2018,6,26,Tuesday
3,6,6,12,2018,8,24,Friday
2,16,8,24,2018,2,25,Sunday
3,7,19,26,2017,11,24,Friday
5,19,6,25,2018,2,22,Thursday
10,27,5,32,2017,2,26,Sunday
5,8,25,33,2018,6,17,Sunday
3,14,7,21,2018,3,13,Tuesday
3,7,20,27,2018,4,27,Friday
6,17,12,29,2018,1,9,Tuesday
0,1,2,3,2018,7,30,Monday
6,36,-3,33,2018,2,2,Friday
2,7,21,28,2018,5,1,Tuesday
3,10,24,34,2017,9,30,Saturday
3,9,11,20,2017,10,28,Saturday
0,5,15,20,2018,4,25,Wednseday
5,10,9,19,2017,3,23,Thursday
1,12,18,30,2017,1,23,Monday
1,6,14,20,2017,6,29,Thursday
1,10,6,16,2017,9,19,Tuesday
3,12,13,25,2017,6,10,Saturday
2,9,12,21,2017,3,27,Monday
1,2,12,14,2018,6,28,Thursday
11,24,-2,22,2018,1,30,Tuesday
0,2,14,16,2017,12,5,Tuesday
1,6,10,16,2018,7,25,Wednseday
1,24,-3,21,2017,4,25,Tuesday
2,21,6,27,2017,11,14,Tuesday
1,5,18,23,2017,5,21,Sunday
2,5,18,23,2018,4,22,Sunday
4,12,12,24,2017,7,7,Friday
1,30,-9,21,2018,3,6,Tuesday
2,5,8,13,2017,7,12,Wednseday
3,6,14,20,2018,7,20,Friday
10,16,20,36,2017,12,10,Sunday
1,7,16,23,2018,3,21,Wednseday
4,20,19,39,2017,4,15,Saturday
5,8,17,25,2017,6,15,Thursday
4,5,13,18,2018,6,7,Thursday
4,6,15,21,2017,7,21,Friday
2,16,13,29,2018,6,18,Monday
0,9,12,21,2017,11,7,Tuesday
1,16,9,25,2017,12,18,Monday
5,27,4,31,2017,11,25,Saturday
1,8,27,35,2017,1,26,Thursday
4,5,12,17,2017,9,22,Friday
4,21,-1,20,2018,3,8,Thursday
7,8,10,18,2017,9,28,Thursday
3,39,-12,27,2018,1,12,Friday
5,25,14,39,2017,11,2,Thursday
4,13,18,31,2017,11,10,Friday
2,11,12,23,2018,7,9,Monday
1,21,21,42,2018,1,18,Thursday
2,10,14,24,2017,4,10,Monday
1,7,14,21,2018,6,13,Wednseday
3,8,30,38,2017,7,23,Sunday
1,13,42,55,2018,3,20,Tuesday
7,13,12,25,2017,6,9,Friday
4,18,6,24,2017,11,25,Saturday
1,7,14,21,2018,6,14,Thursday
6,20,13,33,2017,11,25,Saturday
2,36,-6,30,2018,1,30,Tuesday
3,23,7,30,2017,7,1,Saturday
0,42,-22,20,2018,2,28,Wednseday
1,5,8,13,2018,8,8,Wednseday
4,10,15,25,2018,2,10,Saturday
2,9,10,19,2018,4,14,Saturday
4,14,13,27,2017,8,17,Thursday
3,4,6,10,2018,7,21,Saturday
5,13,14,27,2018,2,9,Friday
1,13,21,34,2017,12,26,Tuesday
0,7,19,26,2017,4,28,Friday
1,18,13,31,2017,10,16,Monday
1,4,22,26,2018,5,31,Thursday
5,6,2,8,2018,7,18,Wednseday
7,54,-30,24,2017,11,24,Friday
2,8,16,24,2017,12,26,Tuesday
2,15,12,27,2018,7,10,Tuesday
5,14,10,24,2017,8,4,Friday
1,14,9,23,2017,6,7,Wednseday
1,6,16,22,2018,3,21,Wednseday
8,17,11,28,2017,12,18,Monday
5,10,3,13,2017,11,17,Friday
1,2,2,4,2018,8,27,Monday
3,4,6,10,2018,7,24,Tuesday
2,3,12,15,2018,8,19,Sunday
7,8,9,17,2018,1,19,Friday
1,8,17,25,2017,4,9,Sunday
4,12,15,27,2017,11,2,Thursday
5,7,22,29,2017,4,6,Thursday
1,9,24,33,2017,12,13,Wednseday
3,8,21,29,2018,4,22,Sunday
3,14,8,22,2017,7,25,Tuesday
2,15,12,27,2017,11,15,Wednseday
6,15,13,28,2018,1,23,Tuesday
3,6,28,34,2018,3,30,Friday
1,26,-6,20,2018,3,1,Thursday
5,7,6,13,2017,11,16,Thursday
0,6,17,23,2018,4,17,Tuesday
3,8,16,24,2017,10,20,Friday
1,8,20,28,2018,6,7,Thursday
1,14,15,29,2017,6,5,Monday
1,2,11,13,2018,3,20,Tuesday
4,19,23,42,2017,10,5,Thursday
16,39,-12,27,2018,2,24,Saturday
3,6,13,19,2017,11,17,Friday
1,7,16,23,2017,3,8,Wednseday
2,8,13,21,2018,2,19,Monday
1,3,14,17,2018,3,26,Monday
0,3,11,14,2018,5,4,Friday
4,19,13,32,2018,2,11,Sunday
2,3,10,13,2017,10,21,Saturday
1,2,9,11,2018,3,18,Sunday
1,2,18,20,2017,12,26,Tuesday
6,8,10,18,2018,5,10,Thursday
5,13,14,27,2018,4,19,Thursday
2,12,17,29,2018,4,22,Sunday
7,28,1,29,2018,2,19,Monday
4,18,18,36,2018,1,21,Sunday
2,14,6,20,2018,2,27,Tuesday
2,5,16,21,2017,6,14,Wednseday
0,5,4,9,2018,8,8,Wednseday
4,7,11,18,2018,4,12,Thursday
1,5,6,11,2018,8,2,Thursday
1,8,19,27,2018,1,18,Thursday
1,5,4,9,2018,8,5,Sunday
3,13,27,40,2017,9,22,Friday
3,31,0,31,2017,12,8,Friday
2,11,12,23,2018,8,18,Saturday
3,4,11,15,2017,7,23,Sunday
1,4,13,17,2018,7,9,Monday
7,26,4,30,2017,12,13,Wednseday
1,14,9,23,2018,2,14,Wednseday
2,4,10,14,2017,9,4,Monday
3,17,9,26,2017,7,15,Saturday
1,5,24,29,2017,2,9,Thursday
5,11,15,26,2017,11,25,Saturday
3,7,12,19,2017,12,8,Friday
5,30,7,37,2017,12,10,Sunday
3,22,2,24,2018,2,20,Tuesday
6,14,6,20,2017,4,19,Wednseday
2,24,-5,19,2018,5,20,Sunday
2,5,18,23,2018,5,5,Saturday
7,18,11,29,2017,5,29,Monday
3,4,13,17,2018,4,7,Saturday
1,7,1,8,2018,5,17,Thursday
0,9,4,13,2017,5,16,Tuesday
3,4,14,18,2018,1,5,Friday
3,6,19,25,2017,2,26,Sunday
1,6,15,21,2017,5,17,Wednseday
2,5,14,19,2017,10,25,Wednseday
1,2,11,13,2018,7,5,Thursday
2,3,11,14,2018,6,11,Monday
3,13,15,28,2018,8,17,Friday
1,4,10,14,2018,5,3,Thursday
17,27,30,57,2016,10,4,Tuesday
1,8,13,21,2017,11,27,Monday
3,15,7,22,2018,4,1,Sunday
2,27,18,45,2018,3,13,Tuesday
5,13,10,23,2017,11,4,Saturday
1,2,11,13,2018,5,1,Tuesday
1,6,20,26,2017,4,6,Thursday
3,22,15,37,2017,7,23,Sunday
11,18,5,23,2018,8,6,Monday
1,7,20,27,2017,11,30,Thursday
5,10,13,23,2017,12,4,Monday
4,7,18,25,2017,6,3,Saturday
1,5,9,14,2018,5,16,Wednseday
1,7,19,26,2017,12,13,Wednseday
1,16,11,27,2018,3,6,Tuesday
1,8,15,23,2017,5,29,Monday
2,2,14,16,2018,1,3,Wednseday
1,15,7,22,2018,2,8,Thursday
3,18,15,33,2018,2,2,Friday
3,9,11,20,2018,2,24,Saturday
5,17,20,37,2017,3,11,Saturday
3,7,26,33,2018,6,1,Friday
2,7,14,21,2017,11,1,Wednseday
8,9,6,15,2018,4,30,Monday
6,14,7,21,2017,8,29,Tuesday
2,10,21,31,2018,2,12,Monday
3,19,14,33,2017,8,12,Saturday
5,10,14,24,2018,2,10,Saturday
4,9,20,29,2018,4,29,Sunday
1,7,25,32,2018,3,26,Monday
1,9,13,22,2017,6,4,Sunday
6,8,8,16,2018,4,3,Tuesday
3,20,7,27,2018,3,20,Tuesday
4,5,6,11,2018,4,1,Sunday
3,7,13,20,2017,11,24,Friday
2,6,15,21,2017,3,28,Tuesday
6,11,8,19,2018,8,16,Thursday
1,2,3,5,2018,8,1,Wednseday
4,5,13,18,2018,4,12,Thursday
2,4,10,14,2018,2,12,Monday
2,6,10,16,2018,8,11,Saturday
3,4,8,12,2018,3,16,Friday
4,10,23,33,2017,2,11,Saturday
3,14,19,33,2017,7,19,Wednseday
2,23,12,35,2018,4,4,Wednseday
3,26,-6,20,2017,11,3,Friday
3,6,24,30,2017,8,5,Saturday
0,8,18,26,2017,12,15,Friday
1,7,14,21,2018,1,15,Monday
3,6,27,33,2017,12,2,Saturday
6,13,15,28,2018,1,4,Thursday
4,10,15,25,2017,12,1,Friday
6,19,9,28,2018,2,1,Thursday
3,8,11,19,2018,4,29,Sunday
4,45,-11,34,2017,12,8,Friday
1,15,13,28,2018,4,9,Monday
3,10,8,18,2018,8,3,Friday
4,5,9,14,2017,7,13,Thursday
1,9,18,27,2018,1,9,Tuesday
2,6,21,27,2017,10,14,Saturday
2,4,8,12,2017,9,13,Wednseday
10,16,7,23,2018,7,8,Sunday
3,10,11,21,2018,1,12,Friday
1,14,20,34,2017,3,21,Tuesday
5,8,16,24,2018,5,11,Friday
2,34,1,35,2018,2,1,Thursday
1,4,8,12,2018,5,3,Thursday
1,9,21,30,2018,5,7,Monday
4,11,14,25,2018,4,23,Monday
3,4,13,17,2017,6,10,Saturday
2,9,10,19,2018,7,22,Sunday
2,3,13,16,2018,1,2,Tuesday
1,7,23,30,2017,8,15,Tuesday
2,10,13,23,2017,10,29,Sunday
3,10,23,33,2018,6,1,Friday
5,35,-10,25,2018,3,9,Friday
4,17,10,27,2017,9,29,Friday
4,10,16,26,2018,4,15,Sunday
1,6,16,22,2017,8,9,Wednseday
1,10,14,24,2018,4,22,Sunday
0,1,12,13,2017,10,19,Thursday
1,12,22,34,2018,1,12,Friday
0,6,3,9,2018,8,15,Wednseday
1,17,12,29,2017,12,17,Sunday
2,11,20,31,2017,3,18,Saturday
1,12,15,27,2018,1,11,Thursday
1,2,1,3,2018,8,27,Monday
3,7,18,25,2017,5,20,Saturday
7,8,8,16,2017,9,5,Tuesday
4,13,14,27,2018,6,1,Friday
2,5,3,8,2018,8,8,Wednseday
3,8,15,23,2017,8,21,Monday
2,11,12,23,2018,1,8,Monday
7,11,13,24,2018,3,13,Tuesday
1,8,13,21,2018,8,16,Thursday
1,7,12,19,2018,3,22,Thursday
5,22,7,29,2018,3,28,Wednseday
4,5,10,15,2018,2,15,Thursday
4,5,10,15,2017,9,21,Thursday
5,9,14,23,2018,4,28,Saturday
7,12,14,26,2017,3,22,Wednseday
3,25,10,35,2018,2,6,Tuesday
1,5,14,19,2017,3,15,Wednseday
3,7,17,24,2017,6,3,Saturday
4,14,17,31,2018,3,2,Friday
3,8,13,21,2017,9,6,Wednseday
4,27,1,28,2018,2,20,Tuesday
15,21,38,59,2018,6,18,Monday
1,9,27,36,2017,5,17,Wednseday
4,20,13,33,2018,1,20,Saturday
4,14,9,23,2017,11,27,Monday
7,22,6,28,2018,7,9,Monday
5,10,2,12,2017,7,2,Sunday
3,6,32,38,2018,5,5,Saturday
4,24,14,38,2017,4,1,Saturday
3,11,16,27,2018,4,6,Friday
4,11,25,36,2018,6,14,Thursday
16,19,20,39,2017,2,4,Saturday
5,11,13,24,2017,11,26,Sunday
1,28,13,41,2018,4,25,Wednseday
4,9,13,22,2017,11,9,Thursday
1,34,-7,27,2018,2,13,Tuesday
1,9,20,29,2018,2,5,Monday
4,7,1,8,2018,8,14,Tuesday
10,28,0,28,2017,7,25,Tuesday
1,27,1,28,2018,2,6,Tuesday
2,9,33,42,2017,1,24,Tuesday
3,10,7,17,2018,4,23,Monday
3,3,10,13,2018,4,7,Saturday
1,9,16,25,2018,7,2,Monday
1,17,-1,16,2018,5,21,Monday
2,11,16,27,2018,6,16,Saturday
1,2,13,15,2018,6,18,Monday
5,9,10,19,2017,11,22,Wednseday
3,23,2,25,2018,6,3,Sunday
0,3,20,23,2018,4,17,Tuesday
3,8,14,22,2017,7,4,Tuesday
8,14,8,22,2018,4,11,Wednseday
1,34,-4,30,2017,4,25,Tuesday
1,3,5,8,2018,5,22,Tuesday
2,6,22,28,2018,1,3,Wednseday
